,floor,szhil,skitchen,roof_heigh,rooms,plan,sanuzel,balcon,type_remont,type_build,vtor_perv,price_meter,price_object,xlon,ylat,Tashkent,min_eucl
11137,13,135.0,0.0,3.2,3.0,Раздельная,Раздельный,0.0,,,Вторичный рынок,555.56,75000.0,69.29648,41.27485,True,0.02013739546217117
11138,5,75.0,0.0,0.0,3.0,Раздельная,,0.0,Евроремонт,,Вторичный рынок,840.0,63000.0,69.34305573,41.35019302,True,0.0283277226238414
11139,4,55.0,0.0,0.0,2.0,Раздельная,Совмещенный,0.0,Евроремонт,Кирпичный,Вторичный рынок,763.64,42000.0,69.19802128,41.28242558,True,0.010353732892769639
11140,5,60.0,0.0,0.0,2.0,,,0.0,,,Вторичный рынок,562.5,33750.0,69.20416865,41.278997499999996,True,0.004486897521949869
11141,4,52.0,0.0,0.0,2.0,,Раздельный,0.0,,,Вторичный рынок,547.21,28455.0,69.20692999,41.26871488,True,0.006230093167402998
11142,4,52.0,0.0,0.0,2.0,,Раздельный,0.0,,,Вторичный рынок,514.71,26765.0,69.2064948,41.26862491,True,0.00617689109569496
11143,4,48.0,0.0,0.0,2.0,,Раздельный,0.0,,,Вторичный рынок,726.98,34895.0,69.2064948,41.26862491,True,0.00617689109569496
11144,5,35.0,0.0,0.0,1.0,Раздельная,Совмещенный,1.0,Средний,Кирпичный,Вторичный рынок,642.86,22500.0,69.20438,41.269870000000004,True,0.004690757934486118
11145,4,70.0,0.0,0.0,3.0,Смежно-раздельная,Совмещенный,1.0,Средний,Кирпичный,Вторичный рынок,642.86,45000.0,69.20438,41.269870000000004,True,0.004690757934486118
11146,4,52.0,0.0,0.0,2.0,,Раздельный,1.0,,,Вторичный рынок,611.52,31799.0,69.20438,41.269870000000004,True,0.004690757934486118
11147,8,59.0,0.0,0.0,2.0,Смежная,Раздельный,1.0,,Панельный,Вторичный рынок,652.54,38500.0,69.24348,41.28218,True,0.02241700577686989
11148,4,56.0,0.0,0.0,2.0,,Совмещенный,0.0,,,Вторичный рынок,527.77,29555.0,69.2064948,41.26862491,True,0.00617689109569496
11149,4,48.0,0.0,0.0,2.0,,Раздельный,0.0,,,Вторичный рынок,682.85,32777.0,69.20612767,41.28413128,True,0.006649319340146082
11150,5,50.0,0.0,0.0,2.0,,Раздельный,0.0,Евроремонт,Панельный,Вторичный рынок,670.0,33500.0,69.20438,41.269870000000004,True,0.004690757934486118
11151,4,45.0,0.0,0.0,2.0,,Раздельный,0.0,Средний,Панельный,Вторичный рынок,704.44,31700.0,69.21584687,41.2861435,True,0.005293605560192763
11152,4,30.0,0.0,0.0,1.0,,Раздельный,0.0,Средний,Панельный,Вторичный рынок,650.0,19500.0,69.22457123,41.28323746,True,0.008876068943202083
11153,9,60.0,0.0,0.0,2.0,Раздельная,Раздельный,1.0,Средний,Панельный,Вторичный рынок,616.67,37000.0,69.27937,41.2826,True,0.011700585284507316
11154,4,75.0,0.0,0.0,3.0,Раздельная,Раздельный,1.0,Средний,,Вторичный рынок,559.99,41999.0,69.20438,41.269870000000004,True,0.004690757934486118
11155,4,30.0,0.0,0.0,1.0,,,0.0,,,Вторичный рынок,918.5,27555.0,69.2064948,41.26862491,True,0.00617689109569496
11156,4,70.0,0.0,0.0,3.0,Смежно-раздельная,Совмещенный,1.0,Евроремонт,Кирпичный,Вторичный рынок,678.57,47500.0,69.27937,41.2826,True,0.011700585284507316
11157,4,57.0,0.0,0.0,2.0,Раздельная,Раздельный,1.0,Средний,,Вторичный рынок,856.14,48800.0,69.21812,41.32463,True,0.007452877699256863
11158,4,30.0,0.0,0.0,1.0,,,0.0,,,Вторичный рынок,795.5,23865.0,69.2064948,41.26862491,True,0.00617689109569496
11159,4,50.0,0.0,0.0,2.0,,Раздельный,1.0,Средний,,Вторичный рынок,549.1,27455.0,69.20438,41.269870000000004,True,0.004690757934486118
11161,4,57.0,0.0,0.0,2.0,,,1.0,Средний,,Вторичный рынок,578.95,33000.0,69.21743000000001,41.36022,True,0.018234660210713276
11162,4,30.0,0.0,0.0,1.0,,Совмещенный,1.0,Евроремонт,,Вторичный рынок,893.5,26805.0,69.21018217,41.28381232,True,0.0028555451023085515
11163,4,48.0,0.0,0.0,2.0,Смежная,Раздельный,1.0,Средний,Панельный,Вторичный рынок,583.33,28000.0,69.20438,41.269870000000004,True,0.004690757934486118
11164,9,150.0,0.0,0.0,7.0,,2 санузла и более,0.0,Евроремонт,Панельный,Вторичный рынок,606.67,91000.0,69.34586999999999,41.33612,True,0.020572223433542192
11165,4,20.0,0.0,0.0,1.0,,Совмещенный,0.0,Средний,Кирпичный,Вторичный рынок,550.0,11000.0,69.2070808,41.288656599999996,True,0.00849111583950748
11166,4,54.0,0.0,0.0,2.0,Смежная,Совмещенный,1.0,Средний,Кирпичный,Вторичный рынок,694.44,37500.0,69.27937,41.2826,True,0.011700585284507316
11167,4,45.0,0.0,0.0,2.0,,Раздельный,0.0,Средний,Панельный,Вторичный рынок,617.78,27800.0,69.21584687,41.2861435,True,0.005293605560192763
11169,4,57.0,0.0,0.0,2.0,Раздельная,Раздельный,1.0,Евроремонт,,Вторичный рынок,815.77,46499.0,69.20692999,41.26871488,True,0.006230093167402998
11170,4,50.0,0.0,0.0,2.0,Смежная,Раздельный,1.0,Требует ремонта,Кирпичный,Вторичный рынок,640.0,32000.0,69.27937,41.2826,True,0.011700585284507316
11171,4,72.0,0.0,2.8,3.0,Раздельная,Совмещенный,1.0,Евроремонт,,Вторичный рынок,861.11,62000.0,69.27765615,41.37270963,True,0.021617664723540864
11172,4,80.0,0.0,0.0,3.0,Раздельная,Раздельный,1.0,Средний,Кирпичный,Вторичный рынок,656.25,52500.0,69.20438,41.269870000000004,True,0.004690757934486118
11173,4,56.0,0.0,0.0,2.0,Раздельная,Раздельный,0.0,Требует ремонта,Кирпичный,Вторичный рынок,571.43,32000.0,69.2070808,41.288656599999996,True,0.00849111583950748
11174,4,100.0,0.0,0.0,4.0,,,0.0,,Кирпичный,Вторичный рынок,820.0,82000.0,69.29648,41.27485,True,0.02013739546217117
11175,4,85.0,0.0,0.0,3.0,,,1.0,Евроремонт,Кирпичный,Вторичный рынок,823.53,70000.0,69.21812,41.32463,True,0.007452877699256863
11176,4,63.0,8.0,3.0,2.0,Раздельная,Раздельный,1.0,Средний,Кирпичный,Вторичный рынок,631.75,39800.0,69.20277802,41.29237816,True,0.014129286679305617
11177,4,45.0,0.0,0.0,2.0,Смежная,Раздельный,1.0,Евроремонт,Панельный,Вторичный рынок,911.11,41000.0,69.27937,41.2826,True,0.011700585284507316
11179,4,32.0,0.0,0.0,1.0,,Совмещенный,0.0,Требует ремонта,Кирпичный,Вторичный рынок,665.62,21300.0,69.21584687,41.2861435,True,0.005293605560192763
11180,10,180.0,0.0,0.0,4.0,,,0.0,Черновая отделка,Кирпичный,Новостройки,638.89,115000.0,69.24348,41.28218,True,0.02241700577686989
11181,4,48.0,0.0,0.0,2.0,,Раздельный,0.0,Евроремонт,,Вторичный рынок,761.56,36555.0,69.2064948,41.26862491,True,0.00617689109569496
11182,8,55.0,0.0,3.0,1.0,,Совмещенный,0.0,,Кирпичный,Новостройки,7.13,392.0,69.20438,41.269870000000004,True,0.004690757934486118
11183,4,52.0,0.0,0.0,2.0,Раздельная,Совмещенный,1.0,Евроремонт,,Вторичный рынок,1423.08,74000.0,69.27939959,41.32283676,True,0.00459235269831751
11184,4,52.0,0.0,0.0,2.0,Смежная,Раздельный,0.0,Средний,Кирпичный,Вторичный рынок,586.54,30500.0,69.19802128,41.28242558,True,0.010353732892769639
11185,6,180.0,25.0,0.0,4.0,Раздельная,2 санузла и более,0.0,,Кирпичный,Новостройки,1166.67,210000.0,69.24348,41.28218,True,0.02241700577686989
11186,4,80.0,0.0,0.0,3.0,Раздельная,Раздельный,1.0,Средний,Кирпичный,Вторичный рынок,656.25,52500.0,69.27937,41.2826,True,0.011700585284507316
11187,4,64.0,0.0,0.0,2.0,Раздельная,Раздельный,1.0,Требует ремонта,Кирпичный,Вторичный рынок,648.44,41500.0,69.27937,41.2826,True,0.011700585284507316
11188,4,52.0,0.0,0.0,2.0,,Раздельный,0.0,,,Вторичный рынок,701.63,36485.0,69.2064948,41.26862491,True,0.00617689109569496
11189,4,56.0,0.0,0.0,2.0,,,0.0,,,Вторичный рынок,553.57,31000.0,69.20148309,41.28321093,True,0.00925551905476528
11190,5,24.0,0.0,0.0,1.0,Малосемейка,,0.0,Средний,Кирпичный,Вторичный рынок,833.33,20000.0,69.24348,41.28218,True,0.02241700577686989
11191,4,32.0,0.0,0.0,1.0,,Совмещенный,0.0,Евроремонт,Кирпичный,Вторичный рынок,743.75,23800.0,69.21584687,41.2861435,True,0.005293605560192763
11193,12,80.0,0.0,0.0,3.0,Раздельная,Раздельный,1.0,Средний,Кирпичный,Вторичный рынок,572.36,45789.0,69.20692999,41.26871488,True,0.006230093167402998
11194,4,47.0,6.0,2.8,2.0,,Раздельный,1.0,Авторский проект,Панельный,Вторичный рынок,542.55,25500.0,69.34907840000001,41.281333000000004,True,0.02907826015703643
11195,4,70.0,0.0,0.0,3.0,Раздельная,,0.0,,Кирпичный,Вторичный рынок,1007.14,70500.0,69.2243449,41.2830794,True,0.009004623832791206
11196,9,68.0,0.0,3.0,2.0,Раздельная,Раздельный,1.0,Евроремонт,,Вторичный рынок,882.35,60000.0,69.29648,41.27485,True,0.02013739546217117
11197,4,50.0,0.0,0.0,2.0,Раздельная,Раздельный,0.0,,Кирпичный,Вторичный рынок,830.0,41500.0,69.19802128,41.28242558,True,0.010353732892769639
11198,5,70.0,0.0,0.0,3.0,,,0.0,,,Вторичный рынок,431.43,30200.0,69.27937,41.2826,True,0.011700585284507316
11199,9,122.0,0.0,0.0,3.0,,,0.0,Черновая отделка,Кирпичный,Новостройки,565.57,69000.0,69.27937,41.2826,True,0.011700585284507316
11200,7,70.0,10.0,3.0,2.0,,Совмещенный,1.0,Евроремонт,,Новостройки,500.0,35000.0,69.24082,41.22246,True,0.05573658077958962
11201,4,52.0,0.0,0.0,2.0,,Раздельный,0.0,,,Вторичный рынок,634.62,33000.0,69.21723370000001,41.28091667,True,0.004920442748269896
11203,4,70.0,0.0,0.0,3.0,Раздельная,Раздельный,0.0,,Кирпичный,Вторичный рынок,607.14,42500.0,69.2243449,41.2830794,True,0.009004623832791206
11204,5,85.0,0.0,0.0,4.0,Раздельная,Раздельный,1.0,Средний,Панельный,Вторичный рынок,529.41,45000.0,69.1939662,41.2757125,True,0.010835663804767814
11205,4,88.0,0.0,0.0,3.0,,,0.0,Авторский проект,,Вторичный рынок,875.0,77000.0,69.21723370000001,41.28091667,True,0.004920442748269896
11206,4,40.0,0.0,0.0,2.0,Раздельная,Совмещенный,1.0,Средний,Кирпичный,Вторичный рынок,1062.5,42500.0,69.27937,41.2826,True,0.011700585284507316
11207,4,54.0,0.0,0.0,2.0,,,0.0,,,Вторичный рынок,648.13,34999.0,69.20692999,41.26871488,True,0.006230093167402998
11208,9,72.0,0.0,0.0,3.0,Смежно-раздельная,,1.0,,,Вторичный рынок,750.0,54000.0,69.29069035,41.30779318,True,0.010221943826637239
11209,5,92.0,12.0,2.8,3.0,Раздельная,Раздельный,1.0,Средний,Монолитный,Вторичный рынок,668.48,61500.0,69.3560151,41.3232726,True,0.02841259690998698
11210,4,120.0,14.0,3.0,5.0,Смежная,2 санузла и более,0.0,Черновая отделка,Кирпичный,Новостройки,407.5,48900.0,69.24082,41.22246,True,0.05573658077958962
11211,4,45.0,0.0,0.0,2.0,Смежная,Раздельный,1.0,Средний,Панельный,Вторичный рынок,677.78,30500.0,69.20438,41.269870000000004,True,0.004690757934486118
11212,9,54.0,8.0,3.0,2.0,Раздельная,Раздельный,1.0,Требует ремонта,Монолитный,Вторичный рынок,666.67,36000.0,69.27937,41.2826,True,0.011700585284507316
11213,5,56.0,0.0,2.8,2.0,,Совмещенный,0.0,Евроремонт,Кирпичный,Вторичный рынок,732.14,41000.0,69.3410002,41.3435657,True,0.02171754139698646
11215,10,120.0,0.0,3.0,5.0,Раздельная,Раздельный,0.0,,,Вторичный рынок,583.33,70000.0,69.29648,41.27485,True,0.02013739546217117
11216,9,70.0,0.0,0.0,3.0,Раздельная,Раздельный,0.0,Средний,Панельный,Вторичный рынок,664.29,46500.0,69.19802128,41.28242558,True,0.010353732892769639
11218,4,65.0,0.0,0.0,3.0,Смежно-раздельная,Раздельный,0.0,,Панельный,Вторичный рынок,538.46,35000.0,69.20438,41.269870000000004,True,0.004690757934486118
11219,4,55.0,0.0,0.0,4.0,Смежная,Совмещенный,1.0,Средний,Кирпичный,Вторичный рынок,754.55,41500.0,69.27937,41.2826,True,0.011700585284507316
11220,9,80.0,0.0,0.0,2.0,Раздельная,Раздельный,1.0,Средний,Кирпичный,Вторичный рынок,800.0,64000.0,69.20438,41.269870000000004,True,0.004690757934486118
11221,9,95.0,10.0,3.0,4.0,Раздельная,Раздельный,1.0,Средний,Монолитный,Вторичный рынок,578.95,55000.0,69.27937,41.2826,True,0.011700585284507316
11222,4,80.0,0.0,0.0,3.0,,Раздельный,0.0,Авторский проект,,Вторичный рынок,1562.5,125000.0,69.2917099,41.31549454,True,0.0039000033207108324
11223,9,65.0,0.0,0.0,2.0,Раздельная,,0.0,Требует ремонта,Панельный,Вторичный рынок,584.62,38000.0,69.24348,41.28218,True,0.02241700577686989
11224,4,45.0,0.0,0.0,2.0,Раздельная,Раздельный,0.0,,Панельный,Вторичный рынок,700.0,31500.0,69.20438,41.269870000000004,True,0.004690757934486118
11225,4,51.0,0.0,0.0,2.0,,,0.0,,,Вторичный рынок,529.41,27000.0,69.20438,41.269870000000004,True,0.004690757934486118
11226,4,58.0,0.0,0.0,2.0,Смежная,Совмещенный,1.0,Средний,Кирпичный,Вторичный рынок,801.72,46500.0,69.27937,41.2826,True,0.011700585284507316
11227,9,100.0,0.0,0.0,3.0,Раздельная,Раздельный,1.0,Средний,Кирпичный,Вторичный рынок,640.0,64000.0,69.27937,41.2826,True,0.011700585284507316
11228,4,45.0,0.0,0.0,2.0,Смежная,Раздельный,0.0,,Панельный,Вторичный рынок,733.33,33000.0,69.20438,41.269870000000004,True,0.004690757934486118
11229,2,70.0,0.0,0.0,3.0,Смежно-раздельная,Совмещенный,1.0,Евроремонт,Кирпичный,Вторичный рынок,685.71,48000.0,69.27937,41.2826,True,0.011700585284507316
11231,4,33.0,0.0,0.0,1.0,Раздельная,Раздельный,1.0,Евроремонт,Кирпичный,Вторичный рынок,866.67,28600.0,69.2070808,41.288656599999996,True,0.00849111583950748
11233,0,0.0,0.0,0.0,0.0,,,0.0,,,Не указано,0.0,0.0,69.1595595,41.26657787,True,0.03806839644438939
11234,4,45.0,0.0,0.0,2.0,Смежная,Раздельный,0.0,,Панельный,Вторичный рынок,644.44,29000.0,69.20438,41.269870000000004,True,0.004690757934486118
11237,5,109.0,0.0,0.0,5.0,Раздельная,Совмещенный,1.0,,Панельный,Вторичный рынок,669.72,73000.0,69.34586999999999,41.33612,True,0.020572223433542192
11239,31,40.0,10.0,3.1,1.0,Студия,,0.0,Авторский проект,Монолитный,Новостройки,33.08,1323.0,69.24348,41.28218,True,0.02241700577686989
11240,4,50.0,0.0,0.0,2.0,Смежная,Раздельный,0.0,Требует ремонта,Кирпичный,Вторичный рынок,640.0,32000.0,69.27937,41.2826,True,0.011700585284507316
11241,4,76.0,0.0,0.0,3.0,,,1.0,Средний,,Вторичный рынок,618.42,47000.0,69.2218775,41.2214902,True,0.042815296622705355
11242,4,50.0,0.0,0.0,2.0,,,0.0,,,Вторичный рынок,620.0,31000.0,69.27937,41.2826,True,0.011700585284507316
11243,4,68.0,10.0,2.0,2.0,Раздельная,Совмещенный,0.0,Евроремонт,Панельный,Вторичный рынок,485.29,33000.0,69.20438,41.269870000000004,True,0.004690757934486118
11244,4,42.0,0.0,0.0,2.0,Смежная,Раздельный,1.0,Средний,Панельный,Вторичный рынок,745.24,31300.0,69.27937,41.2826,True,0.011700585284507316
11245,4,135.0,0.0,2.8,4.0,,2 санузла и более,1.0,Авторский проект,Кирпичный,Вторичный рынок,1222.22,165000.0,69.29648,41.27485,True,0.02013739546217117
11246,5,50.0,0.0,0.0,2.0,,Раздельный,0.0,,Панельный,Вторичный рынок,680.0,34000.0,69.2070808,41.288656599999996,True,0.00849111583950748
11247,12,40.0,0.0,0.0,1.0,,Совмещенный,0.0,,Монолитный,Вторичный рынок,1012.5,40500.0,69.20438,41.269870000000004,True,0.004690757934486118
11248,16,43.0,0.0,0.0,1.0,,Совмещенный,1.0,,Монолитный,Вторичный рынок,813.95,35000.0,69.28595,41.35389,True,0.0022476487714913067
11249,9,100.0,0.0,0.0,3.0,Раздельная,2 санузла и более,1.0,,Кирпичный,Вторичный рынок,1550.0,155000.0,69.29648,41.27485,True,0.02013739546217117
11251,4,80.0,0.0,0.0,4.0,,Раздельный,0.0,,Панельный,Вторичный рынок,468.75,37500.0,69.26627443,41.36629467,True,0.025215422534113224
11252,12,78.0,0.0,0.0,3.0,Раздельная,Раздельный,0.0,Средний,,Вторичный рынок,384.62,30000.0,69.32618000000001,41.2783,True,0.015634422183120743
11253,9,72.0,0.0,0.0,3.0,,Раздельный,0.0,Евроремонт,Монолитный,Вторичный рынок,972.21,69999.0,69.21812,41.32463,True,0.007452877699256863
11254,4,90.0,0.0,0.0,3.0,Раздельная,,0.0,,Кирпичный,Вторичный рынок,833.33,75000.0,69.34586999999999,41.33612,True,0.020572223433542192
11255,4,63.0,0.0,0.0,2.0,Раздельная,Раздельный,0.0,,Кирпичный,Вторичный рынок,730.16,46000.0,69.19802128,41.28242558,True,0.010353732892769639
11256,9,62.0,0.0,0.0,2.0,Раздельная,Раздельный,0.0,,Панельный,Вторичный рынок,830.65,51500.0,69.19802128,41.28242558,True,0.010353732892769639
11257,9,72.0,0.0,0.0,3.0,Раздельная,Раздельный,1.0,Средний,Панельный,Вторичный рынок,638.89,46000.0,69.27937,41.2826,True,0.011700585284507316
11258,4,30.0,0.0,0.0,1.0,,Совмещенный,1.0,,Кирпичный,Вторичный рынок,1000.0,30000.0,69.20438,41.269870000000004,True,0.004690757934486118
11260,6,168.0,0.0,0.0,5.0,Раздельная,,0.0,Черновая отделка,Кирпичный,Новостройки,744.05,125000.0,69.30222963,41.31382976,True,0.00834050810409907
11261,4,50.0,0.0,0.0,2.0,,,0.0,,,Вторичный рынок,610.0,30500.0,69.38590129999999,41.3494903,True,0.06257088385965164
11262,4,60.0,0.0,2.8,2.0,Раздельная,Раздельный,1.0,Средний,Панельный,Вторичный рынок,533.33,32000.0,69.1595595,41.26657787,True,0.03806839644438939
11263,4,65.0,0.0,0.0,2.0,Раздельная,Раздельный,1.0,Средний,Кирпичный,Вторичный рынок,638.46,41500.0,69.20438,41.269870000000004,True,0.004690757934486118
11264,5,49.0,0.0,0.0,2.0,Раздельная,Совмещенный,1.0,Средний,Кирпичный,Вторичный рынок,602.04,29500.0,69.1599,41.296209999999995,True,0.04979780607617948
11266,25,72.0,0.0,0.0,2.0,,,1.0,Черновая отделка,Монолитный,Новостройки,17.36,1250.0,69.34586999999999,41.33612,True,0.020572223433542192
11267,5,42.0,0.0,0.0,1.0,,Совмещенный,0.0,,Кирпичный,Вторичный рынок,630.95,26500.0,69.20438,41.269870000000004,True,0.004690757934486118
11268,9,110.0,0.0,0.0,4.0,,,0.0,,,Вторичный рынок,909.09,100000.0,69.28595,41.35389,True,0.0022476487714913067
11269,4,60.0,0.0,0.0,2.0,,,0.0,,Кирпичный,Вторичный рынок,858.33,51500.0,69.20438,41.269870000000004,True,0.004690757934486118
11270,4,30.0,0.0,0.0,1.0,,Раздельный,0.0,Евроремонт,Панельный,Вторичный рынок,1016.67,30500.0,69.19802128,41.28242558,True,0.010353732892769639
11271,4,77.0,0.0,0.0,3.0,Раздельная,Раздельный,0.0,Требует ремонта,Панельный,Вторичный рынок,490.91,37800.0,69.29648,41.27485,True,0.02013739546217117
11272,4,70.0,0.0,0.0,3.0,Раздельная,Раздельный,0.0,Авторский проект,Кирпичный,Вторичный рынок,671.43,47000.0,69.29648,41.27485,True,0.02013739546217117
11273,4,63.0,0.0,0.0,3.0,,,0.0,Средний,Кирпичный,Вторичный рынок,746.03,47000.0,69.26477249999999,41.31921689,True,0.0065260309547406515
11274,4,50.0,0.0,0.0,2.0,Смежная,Совмещенный,1.0,Средний,Кирпичный,Вторичный рынок,680.0,34000.0,69.27937,41.2826,True,0.011700585284507316
11276,4,68.0,0.0,0.0,3.0,Смежно-раздельная,Раздельный,0.0,Требует ремонта,,Вторичный рынок,595.59,40500.0,69.20438,41.269870000000004,True,0.004690757934486118
11277,4,52.0,0.0,0.0,2.0,Смежная,Совмещенный,0.0,,Кирпичный,Вторичный рынок,682.69,35500.0,69.20438,41.269870000000004,True,0.004690757934486118
11278,4,70.0,0.0,0.0,3.0,Раздельная,Раздельный,1.0,Средний,Кирпичный,Вторичный рынок,685.71,48000.0,69.27937,41.2826,True,0.011700585284507316
11279,9,105.0,0.0,0.0,3.0,Раздельная,Раздельный,0.0,Евроремонт,Кирпичный,Новостройки,828.57,87000.0,69.24348,41.28218,True,0.02241700577686989
11280,7,185.0,0.0,0.0,5.0,Раздельная,2 санузла и более,0.0,Авторский проект,Кирпичный,Новостройки,1189.19,220000.0,69.27927937,41.33913675,True,0.009715287188727429
11281,4,48.0,0.0,0.0,2.0,Смежная,Раздельный,0.0,,Панельный,Вторичный рынок,578.12,27750.0,69.20438,41.269870000000004,True,0.004690757934486118
11282,9,78.0,0.0,0.0,3.0,,,1.0,Евроремонт,,Вторичный рынок,538.46,42000.0,69.2218775,41.2214902,True,0.042815296622705355
11283,9,72.0,0.0,0.0,3.0,Раздельная,Раздельный,1.0,Требует ремонта,Панельный,Вторичный рынок,722.22,52000.0,69.27937,41.2826,True,0.011700585284507316
11285,4,65.0,0.0,0.0,2.0,,,0.0,,,Вторичный рынок,769.23,50000.0,69.29648,41.27485,True,0.02013739546217117
11287,4,42.0,0.0,0.0,2.0,Смежная,Раздельный,1.0,Средний,Панельный,Вторичный рынок,892.86,37500.0,69.20438,41.269870000000004,True,0.004690757934486118
11288,9,54.0,0.0,0.0,2.0,,,0.0,,,Вторичный рынок,638.89,34500.0,69.38590129999999,41.3494903,True,0.06257088385965164
11289,4,40.0,0.0,0.0,1.0,,,1.0,Евроремонт,,Вторичный рынок,650.0,26000.0,69.2218775,41.2214902,True,0.042815296622705355
11290,4,30.0,0.0,0.0,1.0,Смежная,Совмещенный,1.0,Евроремонт,Кирпичный,Вторичный рынок,883.33,26500.0,69.20438,41.269870000000004,True,0.004690757934486118
11291,9,95.0,1.0,0.0,4.0,Раздельная,Раздельный,1.0,Средний,Панельный,Вторичный рынок,736.84,70000.0,69.32618000000001,41.2783,True,0.015634422183120743
11292,4,50.0,0.0,0.0,3.0,Смежная,Раздельный,1.0,Средний,Панельный,Вторичный рынок,560.0,28000.0,69.34586999999999,41.33612,True,0.020572223433542192
11293,0,0.0,0.0,0.0,0.0,,,0.0,,,Не указано,0.0,0.0,69.28595,41.35389,True,0.0022476487714913067
11295,9,55.0,0.0,0.0,2.0,Раздельная,Совмещенный,1.0,Средний,,Вторичный рынок,763.64,42000.0,69.2259681,41.3278433,True,0.006628904532414337
11296,7,93.0,16.0,3.2,3.0,Раздельная,Раздельный,1.0,Черновая отделка,,Новостройки,5.27,490.0,69.24348,41.28218,True,0.02241700577686989
11297,4,50.0,0.0,0.0,2.0,,Раздельный,0.0,Средний,,Вторичный рынок,570.0,28500.0,69.2218775,41.2214902,True,0.042815296622705355
11299,5,112.0,9.0,3.0,5.0,,Раздельный,1.0,Средний,Панельный,Вторичный рынок,517.86,58000.0,69.3140139,41.3775,True,0.035021382348649904
11300,4,45.0,0.0,0.0,2.0,Смежная,Раздельный,0.0,,Панельный,Вторичный рынок,800.0,36000.0,69.20438,41.269870000000004,True,0.004690757934486118
11301,4,70.0,0.0,0.0,3.0,Раздельная,Раздельный,1.0,Средний,Кирпичный,Вторичный рынок,714.29,50000.0,69.20438,41.269870000000004,True,0.004690757934486118
11302,9,192.0,0.0,0.0,7.0,,2 санузла и более,1.0,Евроремонт,Кирпичный,Новостройки,859.38,165000.0,69.34586999999999,41.33612,True,0.020572223433542192
11304,9,58.0,0.0,2.8,2.0,,,0.0,Средний,,Вторичный рынок,689.66,40000.0,69.34586999999999,41.33612,True,0.020572223433542192
11305,5,70.0,0.0,0.0,3.0,Раздельная,Совмещенный,1.0,Евроремонт,Кирпичный,Вторичный рынок,714.29,50000.0,69.27937,41.2826,True,0.011700585284507316
11306,4,48.0,0.0,0.0,2.0,Смежная,Раздельный,1.0,Средний,Панельный,Вторичный рынок,583.33,28000.0,69.20438,41.269870000000004,True,0.004690757934486118
11307,9,100.0,0.0,0.0,4.0,,,0.0,,,Вторичный рынок,760.0,76000.0,69.34586999999999,41.33612,True,0.020572223433542192
11308,4,47.0,0.0,0.0,2.0,,,0.0,,,Вторичный рынок,553.19,26000.0,69.20438,41.269870000000004,True,0.004690757934486118
11309,4,88.0,0.0,0.0,3.0,Раздельная,Совмещенный,1.0,Средний,Кирпичный,Вторичный рынок,744.32,65500.0,69.27937,41.2826,True,0.011700585284507316
11310,4,25.0,0.0,0.0,1.0,,Совмещенный,0.0,Евроремонт,Кирпичный,Вторичный рынок,1180.0,29500.0,69.19802128,41.28242558,True,0.010353732892769639
11311,5,52.0,0.0,0.0,2.0,Смежная,Совмещенный,0.0,,Кирпичный,Вторичный рынок,769.23,40000.0,69.20438,41.269870000000004,True,0.004690757934486118
11312,9,100.0,0.0,3.0,3.0,Раздельная,Раздельный,0.0,Средний,Панельный,Вторичный рынок,750.0,75000.0,69.34586999999999,41.33612,True,0.020572223433542192
11313,4,45.0,0.0,0.0,2.0,Смежная,Раздельный,1.0,Евроремонт,Панельный,Вторичный рынок,811.11,36500.0,69.27937,41.2826,True,0.011700585284507316
11314,9,80.0,0.0,0.0,3.0,Раздельная,Раздельный,0.0,Средний,Панельный,Вторичный рынок,437.5,35000.0,69.29648,41.27485,True,0.02013739546217117
11315,4,57.0,0.0,0.0,2.0,,,0.0,,,Вторичный рынок,1052.63,60000.0,69.34344001,41.35167826,True,0.02978934850189711
11316,4,65.0,0.0,0.0,3.0,Раздельная,Раздельный,0.0,,Панельный,Вторичный рынок,600.0,39000.0,69.20438,41.269870000000004,True,0.004690757934486118
11319,9,62.0,0.0,2.8,2.0,,,0.0,,,Вторичный рынок,935.48,58000.0,69.34586999999999,41.33612,True,0.020572223433542192
11320,2,50.0,0.0,2.8,2.0,,,0.0,,,Вторичный рынок,1060.0,53000.0,69.34586999999999,41.33612,True,0.020572223433542192
11321,5,100.0,9.0,0.0,4.0,,Раздельный,1.0,,Панельный,Вторичный рынок,600.0,60000.0,69.35692437,41.321925,True,0.029488356360380143
11322,4,55.0,0.0,2.8,2.0,Раздельная,,0.0,Требует ремонта,Панельный,Вторичный рынок,490.91,27000.0,69.34586999999999,41.33612,True,0.020572223433542192
11324,6,100.0,0.0,0.0,3.0,,,0.0,,,Новостройки,780.0,78000.0,69.29648,41.27485,True,0.02013739546217117
11325,9,100.0,0.0,0.0,4.0,Раздельная,2 санузла и более,0.0,Авторский проект,Монолитный,Вторичный рынок,820.0,82000.0,69.24859570000001,41.33323533,True,0.005640393500358649
11326,4,50.0,0.0,0.0,2.0,Смежная,Раздельный,1.0,Требует ремонта,Кирпичный,Вторичный рынок,690.0,34500.0,69.27937,41.2826,True,0.011700585284507316
11327,4,100.0,0.0,0.0,4.0,,2 санузла и более,0.0,Евроремонт,,Вторичный рынок,1500.0,150000.0,69.27937,41.2826,True,0.011700585284507316
